username, created_at, lng, lat, text
laurencebulske, Mon Jan 25 05:40:44 +0000 2021, -97.754724, 30.323346, @HoeflingMeghan but in each can of corn there’s two cobs so that’s one stalk per can which is just utter madness an… https://t.co/Sc9kh9U8np 
queenofmelanin_, Mon Jan 25 05:40:44 +0000 2021, -76.620482, 39.284713, Can’t wait to get my hair done again 
Emmy_Uncens0red, Mon Jan 25 05:40:46 +0000 2021, -75.381748, 40.094785, Click is definitely one of my favorite movies 
MHNURSEKENT, Mon Jan 25 05:40:46 +0000 2021, -123.123581, 49.257639, BC photographer takes top Canadian Geographic photo prize https://t.co/Oaa9sfXE5r 
johncpacker, Mon Jan 25 05:40:46 +0000 2021, -118.331509, 34.101429, Ready for the final season of @michaelconnellybooks @boschamazon with @tituswelliverofficial @ Hollywood, California https://t.co/X5CoGT7ujb 
BlkAshli, Mon Jan 25 05:40:47 +0000 2021, -97.285913, 32.779967, Definitely gotta re-focus and get my head in the game. 
NolanStewart11, Mon Jan 25 05:40:47 +0000 2021, -120.583402, 44.145437, Light work 39 piece from dame, does it in his sleep 9th 30pt + game on the season 🤷🏾‍♂️ #RipCity https://t.co/B8Fvc7sq1p 
hoppysue, Mon Jan 25 05:40:47 +0000 2021, -93.262046, 44.970610, @SamsaraSings March 2020 
Helen_Highly, Mon Jan 25 05:40:47 +0000 2021, -73.968542, 40.780709, @NormBoyington Lie down, if you’re talking about a person. Lay it down if you’re talking about a book, or a knife. 
BenHoffmanNYT, Mon Jan 25 05:40:47 +0000 2021, -73.948775, 40.655138, Imagine how many homers Henry Aaron could have hit if he had better than “fair” power 
SusanBalogh2, Mon Jan 25 05:40:47 +0000 2021, -73.831187, 40.670879, @Jarv_JamesCraig @chortletown Me too ❤️ 
LeixTaexBTS, Mon Jan 25 05:40:47 +0000 2021, -97.285913, 32.779967, What’s the preorder gift off global for the new edition? 
jjrocke, Mon Jan 25 05:40:47 +0000 2021, -77.604684, 41.117936, @dirkchatelain Easy 
DeafToneSays, Mon Jan 25 05:40:47 +0000 2021, -98.244083, 26.111549, @Produced_By_AJ Fr https://t.co/EiHZcj00DA 
DBashIdeas, Mon Jan 25 05:40:48 +0000 2021, -74.012066, 40.888461, Counterpoint to Mocher Magazine haters. Another reason I love Ben. He always surprises! 🎉 
ConstanceJackso, Mon Jan 25 05:40:48 +0000 2021, -96.761753, 32.819858, @SimonWDC @sterlingC69 Lil Senate Dictator, Does NOT Want 2 Relinquish Power He'd Had 4 So Long. To Bad, Moscow, Give It Up! 
Gazzella_dsp, Mon Jan 25 05:40:48 +0000 2021, -118.244500, 34.056400, Foto appena pubblicata @ Los Angeles, California https://t.co/M18R6U90Jn 
blkboysoul, Mon Jan 25 05:40:48 +0000 2021, -83.173867, 32.678207, Been down for the past few months but I’m finding happiness again within myself. 
_TeflonVon, Mon Jan 25 05:40:49 +0000 2021, -90.011008, 29.982601, The real problem is light skin vs dark skin is only an issue in the black community. Yall make it seem like one sha… https://t.co/cChhKKa5vD 
lilboujeecortez, Mon Jan 25 05:40:49 +0000 2021, -96.761753, 32.819858, Me currently ! My patience sooo damn thin... if ion hear from u a whole day, we done 🙄‼️ 
Cinnamon305, Mon Jan 25 05:40:49 +0000 2021, -80.271087, 25.699448, @Minneauxtx @horsn9 @Andre__Damon @artbizca_ching @Facebook In your face, abusive and arrogant monopolies destroyin… https://t.co/Oef6mKRfNa 
WyleeLite, Mon Jan 25 05:40:49 +0000 2021, -94.559281, 39.100048, @getnickwright for the win #RunItBack 
RyanHnasko1, Mon Jan 25 05:40:49 +0000 2021, -75.175128, 40.696470, @imma_kurniawan @binance @cctip_io #1INCHtheBestToken 
cliff311, Mon Jan 25 05:40:49 +0000 2021, -80.300878, 26.047139, @Lil_Eazy_Ana_42 Lol 😆 Tell’em Eddie💯 https://t.co/fIVxIpga9u 
M_Dizz_OT, Mon Jan 25 05:40:50 +0000 2021, -81.930150, 28.923580, Shit crazy son ! 
DeafITT08, Mon Jan 25 05:40:50 +0000 2021, -79.980689, 40.431389, @cupofcarliejo Gorgeous! 
_DanielPorter, Mon Jan 25 05:40:50 +0000 2021, -84.433106, 33.767195, Sometimes I forget Janet is a Jackson.. is that weird? 
_Rico_44, Mon Jan 25 05:40:51 +0000 2021, -106.737438, 32.342299, no alien bases??? this must be fake🧢 
yiritami, Mon Jan 25 05:40:51 +0000 2021, -121.830267, 37.282394, @OfficialPLT and that horrible costumer service 🤮 
Princessjayy_4, Mon Jan 25 05:40:51 +0000 2021, -96.839573, 32.405584, I’m just not excited for some things 
aliciarain_, Mon Jan 25 05:40:51 +0000 2021, -123.029015, 44.935084, My wisdom teeth are coming in and it huuuuuuurts. So this is why I’ve been a bitch lately. I’m in my terrible twenty-two’s. 
simply_skylaa, Mon Jan 25 05:40:51 +0000 2021, -89.011995, 42.686399, Ookaaaay &amp; ? 🤣🤣😅 
PIAHAlianza, Mon Jan 25 05:40:51 +0000 2021, -79.272570, 43.629311, «Jehová es la porción de mi herencia y de mi copa; Tú sustentas mi suerte.»Salmos 16:5 RVR1960 
Dabble_dabull, Mon Jan 25 05:40:52 +0000 2021, -117.802135, 33.733784, this is the worst Super Bowl matchup for a Charger fan to watch 
MalikSwaggyG, Mon Jan 25 05:40:52 +0000 2021, -116.065774, 34.228269, Drink alcohol 
ryanconchshell, Mon Jan 25 05:40:52 +0000 2021, -81.393653, 28.664804, i think my upstairs neighbors got subwoofers for their fucking bedroom are you kidding me let me sleep bro 
_DanteGalindo, Mon Jan 25 05:40:52 +0000 2021, -100.196134, 25.676603, @TamaraZRoberson Thank you so much friend. I hope so as well. Fingers crossed. 💜 
_CATTYY_, Mon Jan 25 05:40:52 +0000 2021, -90.384364, 38.575430, The ignorant mind is peaceful, no wonder I’m at war. 
OfficialBeeka, Mon Jan 25 05:40:52 +0000 2021, -91.401008, 30.937336, I don’t got a 100 mill yet , I can’t chill yet . 
SingTaoLA, Mon Jan 25 05:40:52 +0000 2021, -118.411907, 34.020789, 捷克研究：狗隻可聞出新冠病毒 準確率達95% https://t.co/xpwUmRjkz4 https://t.co/WB8sS5o8kl 
hotracehorse, Mon Jan 25 05:40:52 +0000 2021, -79.913521, 43.260695, @LizNBntown @512Cervelo @laurenboebert https://t.co/2cbtPEjM97 
SicholasNilva, Mon Jan 25 05:40:53 +0000 2021, -121.873730, 37.331159, Today is good day 😊 
Razzorbacker, Mon Jan 25 05:40:53 +0000 2021, -96.965585, 32.475781, @andytweetjunts @ArkansasBlog Yeah you Republicans are good at trying to stop the vote. 
IAmRobRyan, Mon Jan 25 05:40:53 +0000 2021, -118.411907, 34.020789, @naima And I read and heard on news on day one - repeatedly that admin had already ordered DHS &amp; HHS and ICE staff… https://t.co/Y1f5JImcsW 
anyway0jffg, Mon Jan 25 05:40:53 +0000 2021, -82.665911, 28.300058, @katjadelynn @SenatorLeahy @googlenews Small amount by up and get your fortunes from you so I'm doing it myself again but I'm just 8 
brita313, Mon Jan 25 05:40:53 +0000 2021, -100.076888, 31.168893, @takitakirooomba 💀💀💀💀💀💀💀 
ehill830, Mon Jan 25 05:40:53 +0000 2021, -99.779842, 29.212747, Sexy https://t.co/BpYsitFAtE 
javierSF68, Mon Jan 25 05:40:53 +0000 2021, -100.270474, 25.736715, #CULONGVLO 
RaidReady_Fear, Mon Jan 25 05:40:54 +0000 2021, -111.899805, 40.706168, @epicgeezr He is a complete and utter twat 
TyDomi3, Mon Jan 25 05:40:54 +0000 2021, -82.496676, 42.832605, @GabrielPetkov5 @NYScanner What the fuck for! They won't do shit. Nothing gets done without the msm having a meltdo… https://t.co/jfo6p4KOvY 
_Shaunaaaaaa, Mon Jan 25 05:40:54 +0000 2021, -75.117998, 40.004866, It’s still a such thing as a run on sentence, Bitxh add ya comma or PERIOD 
sharle6, Mon Jan 25 05:40:54 +0000 2021, -115.038337, 36.006256, @briantylercohen Their tweet has been deleted 
Brianna2Queen, Mon Jan 25 05:40:54 +0000 2021, -95.446486, 29.838495, I already bought my tickets for @aaron_watson  I’m so ready 🥰02/05/2021 
DeionFields24, Mon Jan 25 05:40:54 +0000 2021, -82.432361, 28.076861, 🤣🤣🤣 I swear I grow idk bro lol 
POINTBLANK713, Mon Jan 25 05:40:54 +0000 2021, -97.747500, 30.267700, PRECIATE THE SUPPORT HOMIE#GREYTAPEGEAR TSHIRTS ON DECK (ALL COLORS) SHOP ONLINE NOW @www.ogpointblank.com… https://t.co/zO2o6HIzey 
Ristagno_DMan, Mon Jan 25 05:40:55 +0000 2021, -75.020525, 39.846736, Morning Jacket One Big Holiday Live Bonnaroo 2004 https://t.co/cxKdJl91o8 
seauxklassic, Mon Jan 25 05:40:55 +0000 2021, -95.446486, 29.838495, Them tugging my heart strings with the subplot of Derek and Meredith possibly losing Zola was not okay. 
IrianRodriguez, Mon Jan 25 05:40:55 +0000 2021, -109.103726, 25.921947, No llores 
chesterinvest, Mon Jan 25 05:40:55 +0000 2021, -71.021340, 42.256124, @negative_vote Probably doesn’t even start. 
DeeLiteFool, Mon Jan 25 05:40:56 +0000 2021, -118.411907, 34.020789, @AngelaHinckley @VStaycation @jasonjgauthier Oh no they hurt his windows- better run people over 
MoreWithMone, Mon Jan 25 05:40:56 +0000 2021, -96.863795, 32.604153, @Sweet_Cedes1 💪🏾💪🏾💪🏾 
tulipheights, Mon Jan 25 05:40:56 +0000 2021, -73.968542, 40.780709, @youjustroll Like carrying potato salad in a thong 
mawga_, Mon Jan 25 05:40:56 +0000 2021, -74.214139, 40.766601, @_AyoFreshh Oh nahh ijs 😂 😂 this ain’t me brooooo 😂 
harryholmes76, Mon Jan 25 05:40:56 +0000 2021, -84.992364, 29.726554, @RadioFreeTom @reedgalen Aw Newt you poor dumb old white man, Russian Navalny spends time organizing and marching a… https://t.co/N8oDj17aQy 
MaddiBonin, Mon Jan 25 05:40:56 +0000 2021, -100.076888, 31.168893, Y’all go vote!! 
Juan_DeJesus, Mon Jan 25 05:40:56 +0000 2021, -117.851089, 33.842863, Adele, Rihanna &amp; Cardi B I’m ready!February? 
suepafan, Mon Jan 25 05:40:56 +0000 2021, -105.550890, 38.997936, That's the other one I was thinking 
sovphie, Mon Jan 25 05:40:56 +0000 2021, -77.604684, 41.117936, @myrelalune @aljndromrls Long nose🥺 
Nighalo, Mon Jan 25 05:40:57 +0000 2021, -74.184848, 40.734494, @vika7 It is Vika day!!!! 
cirab4, Mon Jan 25 05:40:57 +0000 2021, -80.631132, 35.401981, A (cold!!) breeze this morning sending a ripple through the flags on the Mall https://t.co/mP0GAl2RgM via @Clapper 
andrew_ddl, Mon Jan 25 05:40:57 +0000 2021, -98.716992, 35.309047, @HapiofMorArdain facts 
frankichan, Mon Jan 25 05:40:57 +0000 2021, -118.411907, 34.020789, @GODDOLLARS Gotta take it offline! 
LostAnarchy, Mon Jan 25 05:40:57 +0000 2021, -116.134149, 35.196270, Just posted a photo @ I-15 N California/Nevada Border https://t.co/OuAGahmcsk 
brooklynnluv21, Mon Jan 25 05:40:57 +0000 2021, -85.026365, 32.438372, My boo was taking my midterm with me 
tylerseech87, Mon Jan 25 05:40:58 +0000 2021, -117.314971, 33.665866, https://t.co/jOCoHwXtAX 
SirTomBrady, Mon Jan 25 05:40:58 +0000 2021, -79.420865, 38.003376, Earn that check Gordon. 
HiebPhotography, Mon Jan 25 05:40:58 +0000 2021, -102.104627, 31.994300, Please stop tagging me in posts for reasonably priced photographers. I pride myself in the hard work + value of ser… https://t.co/HlVOxa71DI 
DeafITT08, Mon Jan 25 05:40:58 +0000 2021, -79.980689, 40.431389, @carolina_whi54 Very, very beautiful! 
Parkash66710362, Mon Jan 25 05:40:58 +0000 2021, -120.208666, 37.088516, #BirthdayOfShahSatnamJi @derasachasauda https://t.co/vVgIe8yJrc 
elijahwofford, Mon Jan 25 05:40:58 +0000 2021, -84.433106, 33.767195, Oh yeah make this the new challenge 
Loberd3, Mon Jan 25 05:40:59 +0000 2021, -84.539813, 39.137038, Chris Farley got reincarnated. 
Josuedearc, Mon Jan 25 05:40:59 +0000 2021, -111.931711, 34.168253, Roli got down to get water and came back with DASANI!!!!  https://t.co/tF8edkU0Ff 
j_griffgraff, Mon Jan 25 05:40:59 +0000 2021, -87.732013, 41.833585, As if being in your mid 20's didn't suck enough. Damn life expectancy better go up. 
keller5327, Mon Jan 25 05:40:59 +0000 2021, -115.133373, 36.249124, @kylegriffin1 ignores the fact that second relief package was held up by Democrats for over 2/3 of a year to influe… https://t.co/2tDdvEGEpH 
justinsandstrom, Mon Jan 25 05:40:59 +0000 2021, -122.260407, 47.804248, @SeanAureus sean you dirty dog! 
pydyh00, Mon Jan 25 05:40:59 +0000 2021, -111.931711, 34.168253, I dont recommend procrastinating a 5 page essay till one hour before it’s due.... 
MarcBennett_, Mon Jan 25 05:40:59 +0000 2021, -77.171761, 39.194049, Chilee stay home. Lol2) is this staged? 
rickybells90, Mon Jan 25 05:41:00 +0000 2021, -122.630908, 45.536402, That was a weird ass game that I’m glad we won, and it’s equally as weird to be impressed by the knicks. 
yooooaira_25, Mon Jan 25 05:41:00 +0000 2021, -82.985772, 39.994684, I feel so loved rn 🥺 
ballababy927, Mon Jan 25 05:41:00 +0000 2021, -104.865413, 39.610623, they said richard ramirez smelled similar to a goat and i am screaming 🤣🤣🤣 
AdrianSH98, Mon Jan 25 05:41:00 +0000 2021, -107.342056, 24.662488, Como por que quiero echarme mas problemas a la espalda si suficiente tengo conmigo? 
citxmoreno, Mon Jan 25 05:41:00 +0000 2021, -117.397616, 33.935822, My life going downhill but I’m getting a tattoo this week so it’s ok 😌 
CaCalkins, Mon Jan 25 05:41:00 +0000 2021, -115.234435, 36.018805, @ActionNetworkHQ Yup.. completed the 5 teamer!! Some how some way. I'll take it. Hope it's on bad beats haha 
itsyamib, Mon Jan 25 05:41:00 +0000 2021, -97.754724, 30.323346, @ShottaSham_iAm https://t.co/OGorw1kMT3 
GratefulQ, Mon Jan 25 05:41:01 +0000 2021, -83.173867, 32.678207, @Producer_Tom agree, this was my concern, can it just click for them? They beat a very good team easily. If they ca… https://t.co/0S080Ypcib 
GirlitattooGB, Mon Jan 25 05:41:01 +0000 2021, -74.214139, 40.766601, @rulosindomitos @ric4rdo91 Dani tú sabes qe soy vola 
pdxsherrifflog, Mon Jan 25 05:41:01 +0000 2021, -122.421428, 45.482192, DISTURBANCE - PRIORITY at 900 SE 21ST PL, GRSM [Gresham Police #PG21000003589] 21:07 #pdx911 
OneBandwagonFan, Mon Jan 25 05:41:01 +0000 2021, -97.754724, 30.323346, https://t.co/vxMdu1Xrnj 
b_iiitch, Mon Jan 25 05:41:01 +0000 2021, -83.804475, 27.698682, will I cut a bitch? yes, yes I will GIVE ME MY MONEY 🔪 
lilliebankz, Mon Jan 25 05:41:01 +0000 2021, -95.422541, 29.156097, Fuck all that talkin we can go to war 
pdxfirelog, Mon Jan 25 05:41:02 +0000 2021, -122.719220, 45.485696, MED - MEDICAL at 4100 SW BEAVERTON HILLSDALE HWY, PORT [Portland Fire #RP21000007378] 20:40 #pdx911 
payypal_, Mon Jan 25 05:41:02 +0000 2021, -97.285913, 32.779967, Not me saying “will you boof me up daddy” to @miguelrxr 
Aries091, Mon Jan 25 05:41:02 +0000 2021, -97.844068, 30.086299, @MaidenOfRuin Purple most of the time. Fav animal... the bat. 
Benijja1, Mon Jan 25 05:41:02 +0000 2021, -73.723025, 45.557830, @jadeweiss Yes I'll try it! 
benitoz, Mon Jan 25 05:41:02 +0000 2021, -118.411907, 34.020789, @khademh Proves that we all get better with age! #tb12goat 
kashmula_, Mon Jan 25 05:41:02 +0000 2021, -83.173867, 32.678207, absolutely 🥰 
NazikNaji, Mon Jan 25 05:41:02 +0000 2021, -80.846785, 35.209059, y’all just put me in a rice please. I am so embarrassed right now lol why am I so dumb 
SteinerTimer, Mon Jan 25 05:41:02 +0000 2021, -100.076888, 31.168893, On December 6, the Steelers were 11-0 and seemingly unstoppable. Now they have to watch LeVeon Bell vs Antonio Brow… https://t.co/eE3X9sA5GR 
ginagreninger, Mon Jan 25 05:41:02 +0000 2021, -118.411907, 34.020789, @linusnhiscamera @danpajerski beautiful ☀️ 
Kayla__kayyyy, Mon Jan 25 05:41:02 +0000 2021, -95.824553, 29.783996, WHO HAS WATCHED THAT GOT DAMN MOVIE “THE VANISHED” WHEWWWWWWW 
xjmonii, Mon Jan 25 05:41:02 +0000 2021, -95.547269, 30.706088, @sauceykey 😂😂😂😂😂 shit was hilarious 
YogaGer, Mon Jan 25 05:41:03 +0000 2021, -118.070164, 33.977809, @BeschlossDC @Ruth_elsesser And lost! 
nicksedg, Mon Jan 25 05:41:03 +0000 2021, -112.050497, 41.178893, @AdamParkhomenko @BlueNRedState If the Democrats loose the will to fight we would have rolled over dead in 2018 and… https://t.co/VnzZb6ceWR 
dogmotto, Mon Jan 25 05:41:03 +0000 2021, -117.905645, 33.663609, LOL. 
BarinderRasode, Mon Jan 25 05:41:03 +0000 2021, -123.123581, 49.257639, @paulatwal Really good advice. 
Rizzle_G4, Mon Jan 25 05:41:03 +0000 2021, -95.446486, 29.838495, Just another flawed human trying to get this shit right 
hatrik10, Mon Jan 25 05:41:03 +0000 2021, -122.437379, 47.305305, @Kirbycuse @arlowhite But then a converted touchdown and two field goals beats you 
mannion5149, Mon Jan 25 05:41:03 +0000 2021, -105.605821, 41.308163, @AaronNagler can we cram 3 drafts into one this year so we can fill gaping holes on D? 
david_cather, Mon Jan 25 05:41:03 +0000 2021, -77.209915, 38.838527, @AliciaAtout How about Kicking Salina's Ass 
Oshoaum1, Mon Jan 25 05:41:03 +0000 2021, -68.742106, 44.791415, I love Vedic Indian Supermarket. Use my referral link to get a discount now! https://t.co/eYECwnOFV3 
Fairlylashmuva, Mon Jan 25 05:41:03 +0000 2021, -84.315070, 33.874544, Really never know what I be going through but ima get over it 
clozanooo, Mon Jan 25 05:41:03 +0000 2021, -118.156711, 33.809172, That I’m in love and I feel so shy 
AngieNava28, Mon Jan 25 05:41:03 +0000 2021, -103.233130, 25.244223, En este enfrentamiento Mahomes ya es todo un crack 🙏🏼❤️ 
whoisxavion, Mon Jan 25 05:41:04 +0000 2021, -97.285913, 32.779967, so glad we got to speak today 🙏🏽 
Mou_2Times, Mon Jan 25 05:41:04 +0000 2021, -89.922029, 35.133521, STR8, can’t keep looking back. Facing the front from now on.. standing on that 🥱 
pmonies, Mon Jan 25 05:41:04 +0000 2021, -97.552161, 35.482844, @davidfholt But how does this stance square with #1OKC? Or is it now #2OKC? 🤣 
Q2Hendrix, Mon Jan 25 05:41:04 +0000 2021, -82.985772, 39.994684, @KasFacts dont play w/Zach like that Kas https://t.co/6e8th1FnJT 
headdoctordaddy, Mon Jan 25 05:41:04 +0000 2021, -79.857363, 36.090397, My skin this clear cause I eat pussy 🥰😋 
RVingTheCountry, Mon Jan 25 05:41:04 +0000 2021, -82.302488, 27.992636, @nypost Haha... 20 percent of the country believe in our president. Those are great numbers. Yeah... he won honestly. 
whotfulookinfor, Mon Jan 25 05:41:05 +0000 2021, -122.435979, 37.770657, I love kisses 😚 
_daddydisco, Mon Jan 25 05:41:05 +0000 2021, -118.411907, 34.020789, 1. Dick Grayson2. Wally West3. Joker4. Static Shock5. Batman 
chawnybeee, Mon Jan 25 05:41:05 +0000 2021, -96.761753, 32.819858, If this ain’t my fucking cousin to a T 
DeafITT08, Mon Jan 25 05:41:05 +0000 2021, -79.980689, 40.431389, @adorablejessy_ I love you so much! 
guyfromsoccer, Mon Jan 25 05:41:05 +0000 2021, -77.014398, 38.898603, @EdwinTheRedwin @beardyblue Ed, Ben is too young for jokes based on the Spandau Ballet catalog.I’m not though 👍🏼 
Alan_Wickstrom, Mon Jan 25 05:41:05 +0000 2021, -83.804475, 27.698682, WE CAN END THIS #PANDEMICThis open letter to #Congress “An Appeal for Rapid Antigen Tests for COVID-19”  signed… https://t.co/BeYVDke6VX 
patriceneeeezy, Mon Jan 25 05:41:05 +0000 2021, -118.411907, 34.020789, 😂😂😂 
JoseMattle15, Mon Jan 25 05:41:05 +0000 2021, -86.130564, 38.222536, Rodgers has had lots of bad luck in the playoffs. He is one of the GOATS tho. Winning to a QB is as meaningless of… https://t.co/pMlZcRYdfR 
VivaLaDevy, Mon Jan 25 05:41:06 +0000 2021, -86.611411, 34.706027, 🥴 
fjrsatx, Mon Jan 25 05:41:06 +0000 2021, -98.540651, 29.417501, Omg!! Do not! Just don’t do it!! 
FeaturingPBJ, Mon Jan 25 05:41:06 +0000 2021, -73.831187, 40.670879, No its not a sin https://t.co/01YdHpi5Yd 
tulipheights, Mon Jan 25 05:41:06 +0000 2021, -73.968542, 40.780709, @DavidAdt1 Chris 
filariousmike, Mon Jan 25 05:41:06 +0000 2021, -98.540651, 29.417501, First Valentine commission almost finished 😍 💕 https://t.co/NmhHtk9IVY 
washk0dash, Mon Jan 25 05:41:07 +0000 2021, -81.564696, 28.254788, I know somebody in davenport got a bag 
IHoopSoWhat_, Mon Jan 25 05:41:07 +0000 2021, -96.761753, 32.819858, bro if we having a conversation &amp; I recognize your bullshit bruh my facial expressions basically gone tell you to LEAVE ME TF ALONE 
LIZBAZURTOG, Mon Jan 25 05:41:07 +0000 2021, -118.411907, 34.020789, @trollin_AlBundy Totally understand! 😉 
NWCollect, Mon Jan 25 05:41:07 +0000 2021, -120.607753, 46.599805, Filler. 5 spots at $10Winner takes all.Spot 3 claimed https://t.co/E8olUhBhGa 
5familyof5, Mon Jan 25 05:41:07 +0000 2021, -119.306608, 37.269176, @travisakers That is epic. 
phillips6812, Mon Jan 25 05:41:07 +0000 2021, -85.607002, 41.952554, Respect the Process 
ga_ruben, Mon Jan 25 05:41:07 +0000 2021, -71.088712, 42.313670, @artistashleigh @JHMSparky What kind of sopes? 
BarbaraAnneLew2, Mon Jan 25 05:41:07 +0000 2021, -83.804475, 27.698682, @neiltyson What could Santa have been thinking ? 
GradyLocklear, Mon Jan 25 05:41:07 +0000 2021, -122.630908, 45.536402, @davidhoang https://t.co/Q7LnDg6Mbc 
LawMurrayTheNU, Mon Jan 25 05:41:07 +0000 2021, -118.411907, 34.020789, Matinee games can be weird. Unless the Clippers are involved. In that case, they ARE weird.The Clippers had a m… https://t.co/uTwkYzJBVx 
MariTrustMe, Mon Jan 25 05:41:08 +0000 2021, -84.433106, 33.767195, But I’m grateful for another year. I’m grateful for another day. The rest of the year will be better. 
Alphabet1919, Mon Jan 25 05:41:08 +0000 2021, -118.411907, 34.020789, Took him this long to do this?? @GavinNewsom you’re still a dumbass! #RecallGavinNewsom 
Lucy__Monroe, Mon Jan 25 05:41:08 +0000 2021, -80.926628, 33.631140, I hate that imma naturally fat person 
lovetotimehop, Mon Jan 25 05:41:08 +0000 2021, -80.290188, 25.821728, Me and my white husband 
_Alex520, Mon Jan 25 05:41:09 +0000 2021, -110.984286, 31.948299, My mom slut shamed me for wearing this while cleaning/ choring up around the house....~ 𝑆𝑜𝑚𝑒𝑜𝑛𝑒 𝑒𝑥𝑝𝑙𝑎𝑖𝑛 𝑡𝑜 𝑚𝑒 ℎ𝑜𝑤… https://t.co/akAszFPEOf 
rosyresources, Mon Jan 25 05:41:09 +0000 2021, -108.562922, 45.797446, @varindersingh24 Jail Trump!  @IntegrityBest 
G59lyndsie, Mon Jan 25 05:41:10 +0000 2021, -111.738566, 33.295215, unnecessary stress 
uloveejas, Mon Jan 25 05:41:10 +0000 2021, -80.926628, 33.631140, family be weird as fuck 🥴 
NickLicata11, Mon Jan 25 05:41:10 +0000 2021, -118.076746, 33.907251, @VaticanNews i walked got water..then walked down apoka vineland and asked a security guard to call the taxi and th… https://t.co/i8HL8bUGlf 
matts2kool, Mon Jan 25 05:41:10 +0000 2021, -122.066473, 37.715782, @RFWill149 https://t.co/FknzG7Ee1R 
MenesesRudy, Mon Jan 25 05:41:10 +0000 2021, -95.446486, 29.838495, #TheGreatResethttps://t.co/MV2bXioOy8 https://t.co/nX2lm4uhnB 
barefootcindyy, Mon Jan 25 05:41:10 +0000 2021, -122.818486, 49.111519, aquarius energy https://t.co/0uF3xwi6Wo 
wesleydillman1, Mon Jan 25 05:41:10 +0000 2021, -81.197276, 28.588445, @RealSkipBayless https://t.co/TvSoNzRzSZ 
ElZolDeportes, Mon Jan 25 05:41:11 +0000 2021, -76.911261, 38.958244, El 7 de febrero se jugará el último partido de Fútbol americano de la temporada! Donde por primera vez un equipo j… https://t.co/SFKUXbZYCF 
TheMommaBear54, Mon Jan 25 05:41:11 +0000 2021, -115.149000, 36.167500, CHECK OUT @djsevone  New Release “CRUISE “ on @spotify  ... 🎶TMROCK 🎶 @ Las Vegas, Nevada https://t.co/JMkDvv28fb 
felis2458, Mon Jan 25 05:41:12 +0000 2021, -75.117998, 40.004866, @pottymouthpup @MollyJongFast They would probably burn them at the stake. 
SOULunabeneri, Mon Jan 25 05:41:12 +0000 2021, -115.135165, 36.060964, @christuhleaa Babyyygirl. Lol https://t.co/Z2cUXFsPxc 
luis_e4, Mon Jan 25 05:41:12 +0000 2021, -119.025163, 35.346902, You don’t love me 
miaruix, Mon Jan 25 05:41:13 +0000 2021, -111.635149, 35.182750, ︎ 
sambam10, Mon Jan 25 05:41:13 +0000 2021, -118.156711, 33.809172, Moves being made for a brighter future just learning a new process 
Lexiaaaa_, Mon Jan 25 05:41:13 +0000 2021, -84.235517, 32.076718, Cus if ion know nun else boy I know my man loves tf outta me💕💕🥺🤞🏾 
misslynsey, Mon Jan 25 05:41:13 +0000 2021, -122.595742, 45.345124, @ImeldaDulcichPR It really was!! 
acastellich, Mon Jan 25 05:41:13 +0000 2021, -87.732013, 41.833585, 🤣🤣🤣...🤦‍♂️ https://t.co/iWl2gUxvKd 
Cmiller5391, Mon Jan 25 05:41:13 +0000 2021, -118.242227, 33.966404, https://t.co/Zch5ufcF7o 
waterbarnes, Mon Jan 25 05:41:14 +0000 2021, -104.789327, 38.888519, @RobertCMahon I'm so glad you all are reunited 😍 
RafaSardina, Mon Jan 25 05:41:14 +0000 2021, -118.244500, 34.056400, AfterHours Studios through the lens of Shawn Frederick.   @shawnfrederick_photographer @ Los Angeles, California https://t.co/OU3EXG85y5 
mariaordofer, Mon Jan 25 05:41:14 +0000 2021, -79.272570, 43.629311, @LassoGuillermo @GeneracionEtica https://t.co/0F0l9cYJWW 
Germany31A, Mon Jan 25 05:41:14 +0000 2021, -97.547392, 25.558993, Gracias por no haberme amado , por que ahi aprendí que el unico amor que necesito en mi vida , es el amor que puedo darme yo misma ❤ 
TriniGold_, Mon Jan 25 05:41:14 +0000 2021, -73.948775, 40.655138, Period 
TbirdTr3y_10, Mon Jan 25 05:41:14 +0000 2021, -98.713084, 29.550182, @StevenOrlando87 @luliaax It's unreal. And the people who believe this slop try to have it both ways: if a white pe… https://t.co/zdDzMnKbZN 
BrandonRayKirk, Mon Jan 25 05:41:15 +0000 2021, -80.696568, 37.921435, Visiting the grave of the #GreenbrierGhost #WV #Appalachia #history #ghosts #truecrime @ Greenbrier Ghost Historica… https://t.co/prQmLCRu5k 
DeafITT08, Mon Jan 25 05:41:15 +0000 2021, -79.980689, 40.431389, @uclagymnastics @kendalposton @IAmMargzetta @DennisNia @chae_2001 @Pac12Network Great job, ladies! 
principesayadi, Mon Jan 25 05:41:15 +0000 2021, -118.130426, 33.937674, @navy_bloo He was wearing all white with a face mask on David’s jokester ass was gonna yell out the window “wanna s… https://t.co/9139gPyboE 
annaclairecloud, Mon Jan 25 05:41:15 +0000 2021, -115.135165, 36.060964, Who do you wanna see me fuck this week? 😈 
anetscollection, Mon Jan 25 05:41:15 +0000 2021, -118.248217, 34.036681, Just posted a video @ Downtown Los Angeles https://t.co/XCGuFKR6qo 
CasanovaCed, Mon Jan 25 05:41:15 +0000 2021, -81.497150, 41.313501, https://t.co/KfFdeh8SgX 
